p_entry_type,p_rsi_thresh,p_tranche2_drop,p_target1,p_target2,p_stop_pct,p_entry_hour_cut,p_max_sessions,total_return_pct,annualized_return_pct,sharpe_ratio,max_drawdown_pct,num_trades,win_rate_pct,avg_win_usd,avg_loss_usd,n_entries,pct_entered
vwap_reclaim,30,0.02,0.05,0.15,0.12,12,3,2.38,0.46,0.114,-39.54,243,62.96,144.32,-242.69,243,98.8
vwap_reclaim,30,0.02,0.05,0.15,0.12,14,1,1.21,0.23,0.069,-16.63,214,61.68,64.65,-102.59,214,87.0
vwap_reclaim,30,0.02,0.05,0.15,0.12,14,2,-8.0,-1.6,-0.051,-32.01,243,62.96,104.64,-186.78,243,98.8
vwap_reclaim,30,0.02,0.05,0.15,0.12,14,3,11.04,2.04,0.207,-38.43,246,63.41,146.48,-241.63,246,100.0
vwap_reclaim,30,0.02,0.05,0.15,0.12,16,1,0.55,0.11,0.05,-16.67,221,61.09,63.72,-99.38,221,89.8
vwap_reclaim,30,0.02,0.05,0.15,0.12,16,2,-8.33,-1.67,-0.058,-31.99,244,62.7,105.72,-186.91,244,99.2
vwap_reclaim,30,0.02,0.05,0.15,0.12,16,3,12.67,2.33,0.225,-37.35,246,63.41,148.37,-243.09,246,100.0
vwap_reclaim,30,0.02,0.05,0.15,0.15,12,1,-1.25,-0.24,0.0,-17.15,203,61.08,65.6,-104.55,203,82.5
vwap_reclaim,30,0.02,0.05,0.15,0.15,12,2,-10.55,-2.13,-0.088,-32.85,238,63.03,103.36,-188.16,238,96.7
vwap_reclaim,30,0.02,0.05,0.15,0.15,12,3,3.39,0.65,0.13,-43.76,243,62.96,144.32,-241.57,243,98.8
vwap_reclaim,30,0.02,0.05,0.15,0.15,14,1,1.21,0.23,0.069,-16.63,214,61.68,64.65,-102.59,214,87.0
vwap_reclaim,30,0.02,0.05,0.15,0.15,14,2,-8.7,-1.74,-0.057,-34.01,243,62.96,104.64,-187.56,243,98.8
vwap_reclaim,30,0.02,0.05,0.15,0.15,14,3,12.71,2.34,0.222,-42.6,246,63.41,146.48,-239.78,246,100.0
vwap_reclaim,30,0.02,0.05,0.15,0.15,16,1,0.55,0.11,0.05,-16.67,221,61.09,63.72,-99.38,221,89.8
vwap_reclaim,30,0.02,0.05,0.15,0.15,16,2,-9.03,-1.81,-0.065,-33.84,244,62.7,105.72,-187.67,244,99.2
vwap_reclaim,30,0.02,0.05,0.15,0.15,16,3,14.34,2.62,0.239,-41.41,246,63.41,148.37,-241.25,246,100.0
vwap_reclaim,30,0.02,0.08,0.08,0.1,12,1,-2.64,-0.52,-0.041,-18.33,203,60.59,64.44,-102.38,203,82.5
vwap_reclaim,30,0.02,0.08,0.08,0.1,12,2,-10.7,-2.16,-0.09,-35.07,238,60.92,110.83,-184.3,238,96.7
vwap_reclaim,30,0.02,0.08,0.08,0.1,12,3,-12.17,-2.48,-0.028,-40.26,243,58.44,155.81,-231.12,243,98.8
vwap_reclaim,30,0.02,0.08,0.08,0.1,14,1,-0.18,-0.03,0.03,-17.82,214,61.21,63.55,-100.53,214,87.0
vwap_reclaim,30,0.02,0.08,0.08,0.1,14,2,-8.59,-1.72,-0.056,-34.0,243,60.91,111.77,-183.17,243,98.8
vwap_reclaim,30,0.02,0.08,0.08,0.1,14,3,-5.98,-1.18,0.036,-40.11,246,58.94,157.8,-232.46,246,100.0
vwap_reclaim,30,0.02,0.08,0.08,0.1,16,1,-0.85,-0.16,0.011,-17.86,221,60.63,62.64,-97.45,221,89.8
vwap_reclaim,30,0.02,0.08,0.08,0.1,16,2,-7.46,-1.49,-0.041,-34.14,244,61.07,113.11,-185.25,244,99.2
vwap_reclaim,30,0.02,0.08,0.08,0.1,16,3,-1.28,-0.25,0.083,-38.25,246,59.35,160.28,-235.29,246,100.0
vwap_reclaim,30,0.02,0.08,0.08,0.12,12,1,-3.33,-0.65,-0.059,-18.33,203,60.59,64.44,-103.24,203,82.5
vwap_reclaim,30,0.02,0.08,0.08,0.12,12,2,-8.6,-1.72,-0.063,-33.38,238,60.92,110.83,-182.05,238,96.7
vwap_reclaim,30,0.02,0.08,0.08,0.12,12,3,-8.59,-1.72,0.002,-39.6,243,58.44,155.81,-227.57,243,98.8
vwap_reclaim,30,0.02,0.08,0.08,0.12,14,1,-0.87,-0.17,0.011,-17.82,214,61.21,63.55,-101.35,214,87.0
vwap_reclaim,30,0.02,0.08,0.08,0.12,14,2,-7.11,-1.41,-0.038,-32.81,243,60.91,111.77,-181.6,243,98.8
vwap_reclaim,30,0.02,0.08,0.08,0.12,14,3,-0.08,-0.01,0.091,-37.65,246,58.94,157.8,-226.62,246,100.0
vwap_reclaim,30,0.02,0.08,0.08,0.12,16,1,-1.54,-0.3,-0.008,-17.86,221,60.63,62.64,-98.24,221,89.8
vwap_reclaim,30,0.02,0.08,0.08,0.12,16,2,-5.97,-1.18,-0.022,-32.96,244,61.07,113.11,-183.69,244,99.2
vwap_reclaim,30,0.02,0.08,0.08,0.12,16,3,4.63,0.88,0.139,-35.84,246,59.35,160.28,-229.39,246,100.0
vwap_reclaim,30,0.02,0.08,0.08,0.15,12,1,-3.33,-0.65,-0.059,-18.33,203,60.59,64.44,-103.24,203,82.5
vwap_reclaim,30,0.02,0.08,0.08,0.15,12,2,-9.3,-1.87,-0.069,-33.94,238,60.92,110.83,-182.8,238,96.7
vwap_reclaim,30,0.02,0.08,0.08,0.15,12,3,-7.58,-1.51,0.023,-43.92,243,58.44,155.81,-226.57,243,98.8
vwap_reclaim,30,0.02,0.08,0.08,0.15,14,1,-0.87,-0.17,0.011,-17.82,214,61.21,63.55,-101.35,214,87.0
